L1	L2	L3	L4	L5	L6	L7	variable	value
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella Salmonella enterica subsp. arizonae	WF_11	0
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella Salmonella enterica subsp. enterica	WF_11	0
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella Salmonella enterica subsp. diarizonae	WF_11	0
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	Serratia Serratia fonticola	WF_11	0
Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Slackia	Slackia Slackia piriformis	WF_11	0
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	Solobacterium Solobacterium moorei	WF_11	0
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus Staphylococcus aureus	WF_11	0
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus Staphylococcus aureus subsp. aureus	WF_11	0
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus Staphylococcus simulans	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus anginosus subsp. whileyi	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus sp. ACC21	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus anginosus	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus anginosus.1	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus australis	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus constellatus subsp. pharyngis	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus infantis	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus infantis.1	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus infantis.2	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus infantis.3	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus lutetiensis	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus mitis	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus mitis.1	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus mitis.2	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus mitis.3	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus mitis.4	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus mitis.5	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus mitis.6	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus mitis.7	WF_11	0
Bacteria	delta/epsilon subdivisions	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter Campylobacter jejuni	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus mitis.8	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus mutans	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus oralis	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus oralis.1	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus parasanguinis	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus parasanguinis.1	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus parasanguinis.2	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus parasanguinis.3	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus parasanguinis.4	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus peroris	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus salivarius	WF_11	0.00112233445566779
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus salivarius.1	WF_11	0.00224466891133558
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus sanguinis	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus sanguinis.1	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus sanguinis.2	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus sanguinis.3	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus sobrinus	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus sp. I-G2	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus sp. SK140	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus sp. SR1	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus sp. HSISM1	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus sp. VT 162	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus 36FAA	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus sp. C300	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus sp. F0442	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus thermophilus	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus Streptococcus vestibularis	WF_11	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	Subdoligranulum 54A2FAA	WF_11	0.00112233445566779
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	Subdoligranulum Subdoligranulum variabile	WF_11	0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella Sutterella wadsworthensis	WF_11	0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella Sutterella wadsworthensis.1	WF_11	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Terrisporobacter	Terrisporobacter Terrisporobacter sp. 08-306576	WF_11	0
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium	Thermoanaerobacterium Thermoanaerobacterium saccharolyticum	WF_11	0
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	Turicibacter Turicibacter sanguinis	WF_11	0
Bacteria	Actinobacteria	Actinobacteridae	Actinomycineae	Actinomycetaceae	Varibaculum	Varibaculum Varibaculum cambriense	WF_11	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella Veillonella atypica	WF_11	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella Veillonella dispar	WF_11	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella Veillonella dispar.1	WF_11	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella Veillonella parvula	WF_11	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella Veillonella ratti	WF_11	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella Veillonella sp. oral taxon 158	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Weissella Weissella confusa	WF_11	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Weissella Weissella koreensis	WF_11	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus Acidaminococcus sp. BV3L6	WF_201	0
Bacteria	Actinobacteria	Actinobacteridae	Actinomycineae	Actinomycetaceae	Actinobaculum	Actinobaculum Actinobaculum sp. oral taxon 183	WF_201	0
Bacteria	Actinobacteria	Actinobacteridae	Actinomycineae	Actinomycetaceae	Actinomyces	Actinomyces Actinomyces dentalis	WF_201	0
Bacteria	Actinobacteria	Actinobacteridae	Actinomycineae	Actinomycetaceae	Actinomyces	Actinomyces Actinomyces graevenitzii	WF_201	0
Bacteria	Actinobacteria	Actinobacteridae	Actinomycineae	Actinomycetaceae	Actinomyces	Actinomyces Actinomyces massiliensis	WF_201	0
Bacteria	Actinobacteria	Actinobacteridae	Actinomycineae	Actinomycetaceae	Actinomyces	Actinomyces Actinomyces naeslundii	WF_201	0
Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Atopobium	Atopobium Atopobium sp. ICM58	WF_201	0
Bacteria	Actinobacteria	Actinobacteridae	Actinomycineae	Actinomycetaceae	Actinomyces	Actinomyces Actinomyces sp. ICM39	WF_201	0
Bacteria	Actinobacteria	Actinobacteridae	Actinomycineae	Actinomycetaceae	Actinomyces	Actinomyces Actinomyces sp. oral taxon 181	WF_201	0
Bacteria	Actinobacteria	Actinobacteridae	Actinomycineae	Actinomycetaceae	Actinomyces	Actinomyces Actinomyces sp. HPA0247	WF_201	0
Bacteria	Actinobacteria	Actinobacteridae	Actinomycineae	Actinomycetaceae	Actinomyces	Actinomyces Actinomyces sp. S6-Spd3	WF_201	0
Bacteria	Actinobacteria	Actinobacteridae	Actinomycineae	Actinomycetaceae	Actinomyces	Actinomyces Actinomyces sp. oral taxon 448	WF_201	0
Bacteria	Actinobacteria	Actinobacteridae	Actinomycineae	Actinomycetaceae	Actinomyces	Actinomyces Actinomyces sp. ICM47	WF_201	0
Bacteria	Actinobacteria	Actinobacteridae	Actinomycineae	Actinomycetaceae	Actinomyces	Actinomyces Actinomyces sp. ICM54	WF_201	0
Bacteria	Actinobacteria	Actinobacteridae	Actinomycineae	Actinomycetaceae	Actinomyces	Actinomyces Actinomyces turicensis	WF_201	0
Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Adlercreutzia	Adlercreutzia Adlercreutzia equolifaciens	WF_201	0
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	Akkermansia Akkermansia muciniphila	WF_201	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes Alistipes finegoldii	WF_201	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes Alistipes indistinctus	WF_201	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes Alistipes putredinis	WF_201	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes Alistipes senegalensis	WF_201	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes Alistipes shahii	WF_201	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes Alistipes timonensis	WF_201	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes Candidatus Alistipes marseilloanorexicus	WF_201	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes Alistipes sp. 627	WF_201	0
Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Alloscardovia	Alloscardovia Alloscardovia omnicolens	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Anaerococcus	Anaerococcus Anaerococcus obesiensis	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis	Anaerofustis Anaerofustis stercorihominis	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	Anaerostipes Anaerostipes caccae	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales			 butyrate-producing bacterium SSC/2	WF_201	0.0235690235690236
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Anaerovibrio	Anaerovibrio Anaerovibrio sp. RM50	WF_201	0
Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Atopobium	Atopobium Atopobium parvulum	WF_201	0
Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Atopobium	Atopobium Atopobium rimae	WF_201	0
Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Atopobium	Atopobium Atopobium sp. ICM42b	WF_201	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus Bacillus sp. MSP13	WF_201	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus Bacillus subtilis subsp. inaquosorum	WF_201	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus Bacillus subtilis subsp. spizizenii	WF_201	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales			 Bacteroidales bacterium ph8	WF_201	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides Bacteroides acidifaciens	WF_201	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides Bacteroides caccae	WF_201	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides Bacteroides sp. 14(A)	WF_201	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides Bacteroides clarus	WF_201	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides Bacteroides coprocola	WF_201	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides Bacteroides coprophilus	WF_201	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides Bacteroides eggerthii	WF_201	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides Bacteroides faecichinchillae	WF_201	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides Bacteroides faecis	WF_201	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides Bacteroides finegoldii	WF_201	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides Bacteroides fragilis	WF_201	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides Bacteroides intestinalis	WF_201	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides Bacteroides massiliensis	WF_201	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides Bacteroides fragilis.1	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales			 [Bacteroides] pectinophilus	WF_201	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides Bacteroides plebeius	WF_201	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides Bacteroides rodentium	WF_201	0.00112233445566779
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides Bacteroides salyersiae	WF_201	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides Bacteroides massiliensis.1	WF_201	0.00112233445566779
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides Bacteroides stercoris	WF_201	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides Bacteroides thetaiotaomicron	WF_201	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides Bacteroides uniformis	WF_201	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides Bacteroides vulgatus	WF_201	0.00112233445566779
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides 30	WF_201	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella	Barnesiella Barnesiella intestinihominis	WF_201	0
Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium Bifidobacterium adolescentis	WF_201	0.00224466891133558
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter Acinetobacter brisouii	WF_201	0
Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium Bifidobacterium animalis subsp. lactis	WF_201	0
Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium Bifidobacterium biavatii	WF_201	0
Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium Bifidobacterium bifidum	WF_201	0
Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium Bifidobacterium breve	WF_201	0
Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium Bifidobacterium kashiwanohense	WF_201	0.0325476992143659
Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium Bifidobacterium dentium	WF_201	0
Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium Bifidobacterium longum subsp. longum	WF_201	0.387205387205387
Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium Bifidobacterium moukalabense	WF_201	0.00224466891133558
Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium Bifidobacterium pseudocatenulatum	WF_201	0.152637485970819
Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium Bifidobacterium pseudolongum	WF_201	0.00224466891133558
Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium Bifidobacterium ruminantium	WF_201	0.00336700336700337
Bacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Bilophila Bilophila wadsworthia	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia Blautia hansenii	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia Blautia producta	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia Blautia producta.1	WF_201	0.00224466891133558
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia Blautia schinkii	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia Blautia wexlerae	WF_201	0.0336700336700337
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales			 47	WF_201	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas	Butyricimonas Butyricimonas virosa	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	Butyrivibrio Butyrivibrio crossotus	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	Butyrivibrio Butyrivibrio sp. VCD2006	WF_201	0
Bacteria	delta/epsilon subdivisions	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter Campylobacter hominis	WF_201	0
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium	Catenibacterium Catenibacterium mitsuokai	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella	Catonella Catonella morbi	WF_201	0
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	Citrobacter Citrobacter freundii	WF_201	0
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	Citrobacter Citrobacter youngae	WF_201	0
Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Synergistes	Synergistes syn1	WF_201	0
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Dielma	Dielma Dielma fastidiosa	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales			 Clostridiales bacterium VE202-16	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales			 Clostridiales bacterium VE202-18	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales			 Clostridiales bacterium VE202-13	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales			 Clostridiales bacterium VE202-15	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales			 Clostridiales bacterium VE202-28	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium Clostridium sp. KLE 1755	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales			 Clostridiales bacterium VE202-03	WF_201	0.00224466891133558
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium [Clostridium] saccharogumia	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales			 Clostridiales bacterium VE202-09	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales			 Clostridiales bacterium VE202-14	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales			 Clostridiales bacterium VE202-21	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI. Incertae Sedis		 Clostridiales bacterium S7-1-4	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales			 butyrate-producing bacterium SS3/4	WF_201	0.00112233445566779
Bacteria	Firmicutes	Clostridia	Clostridiales			 Clostridiales bacterium NK3B98	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales			 Clostridiales bacterium 9401234	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium [Clostridium] aerotolerans	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Intestinibacter	Intestinibacter Intestinibacter bartlettii	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales			 Clostridiales bacterium VE202-07	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium Clostridium celatum	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium [Clostridium] celerecrescens	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium Clostridium sp. M62/1	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium [Clostridium] citroniae	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium [Clostridium] clostridioforme	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium [Clostridium] clostridioforme.1	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium [Clostridium] hathewayi	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium [Clostridium] hathewayi.1	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium [Clostridium] hylemonae	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	Ruminiclostridium [Clostridium] leptum	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella	Tyzzerella Tyzzerella nexilis	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium Clostridium perfringens	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium [Clostridium] scindens	WF_201	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium Clostridium sp. CL-2	WF_201	0
